PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Has_Cabin,FamilySize,IsAlone,AgeGroup,FareGroup,Title
196,0,3,"Passenger_196, Mr/Mrs. John",male,43.0,0,0,A/5 72665,63.348313721160046,S,0,1,1,Middle-aged,Very High,Rare
197,0,1,"Passenger_197, Mr/Mrs. John",female,20.0,0,0,A/5 30823,26.58443137472132,S,1,1,1,Adult,High,Rare
198,0,3,"Passenger_198, Mr/Mrs. John",female,44.0,0,0,A/5 15972,16.90013252621862,S,1,1,1,Middle-aged,Medium,Rare
199,0,1,"Passenger_199, Mr/Mrs. John",male,22.0,0,0,A/5 25882,12.956806056383831,S,1,1,1,Adult,Medium,Rare
200,0,3,"Passenger_200, Mr/Mrs. John",female,72.0,1,0,A/5 76394,4.271416163051614,S,0,2,0,Senior,Low,Rare
201,0,3,"Passenger_201, Mr/Mrs. John",male,56.0,1,0,A/5 81055,3.60532165163435,S,0,2,0,Middle-aged,Low,Rare
202,0,3,"Passenger_202, Mr/Mrs. John",male,16.0,0,0,A/5 33769,37.30876743355347,S,0,1,1,Teenager,High,Rare
203,0,3,"Passenger_203, Mr/Mrs. John",male,51.0,0,0,A/5 35020,9.626474092246976,S,0,1,1,Middle-aged,Low,Rare
204,1,1,"Passenger_204, Mr/Mrs. John",male,41.0,1,0,A/5 52748,9.40534564829096,Q,1,2,0,Middle-aged,Low,Rare
205,1,1,"Passenger_205, Mr/Mrs. John",female,12.0,0,0,A/5 95374,202.1511958160472,S,0,1,1,Child,Very High,Rare
206,0,1,"Passenger_206, Mr/Mrs. John",male,75.0,1,0,A/5 54912,6.661240258977906,C,0,2,0,Senior,Low,Rare
207,1,1,"Passenger_207, Mr/Mrs. John",male,41.0,0,3,A/5 22879,5.127644635451794,S,1,4,0,Middle-aged,Low,Rare
208,0,3,"Passenger_208, Mr/Mrs. John",female,6.0,1,0,A/5 43798,3.32482315610673,Q,1,2,0,Child,Low,Rare
209,1,2,"Passenger_209, Mr/Mrs. John",female,57.0,0,0,A/5 99826,27.745190757835463,S,0,1,1,Middle-aged,High,Rare
210,1,1,"Passenger_210, Mr/Mrs. John",male,69.0,0,2,A/5 56073,31.63185384186091,Q,0,3,0,Senior,High,Rare
211,0,3,"Passenger_211, Mr/Mrs. John",male,41.0,2,0,A/5 85791,14.543657072341707,C,0,3,0,Middle-aged,Medium,Rare
212,1,3,"Passenger_212, Mr/Mrs. John",male,62.0,0,0,A/5 76983,24.531429192575757,S,0,1,1,Senior,High,Rare
213,1,3,"Passenger_213, Mr/Mrs. John",female,41.0,0,1,A/5 53005,49.69777159340759,S,0,2,0,Middle-aged,Very High,Rare
214,0,3,"Passenger_214, Mr/Mrs. John",female,69.0,0,1,A/5 12850,54.53827549370508,S,1,2,0,Senior,Very High,Rare
215,1,1,"Passenger_215, Mr/Mrs. John",female,41.0,0,0,A/5 38400,101.37582123326337,S,1,1,1,Middle-aged,Very High,Rare
216,0,2,"Passenger_216, Mr/Mrs. John",male,39.0,0,0,A/5 21953,55.64144293243211,S,0,1,1,Middle-aged,Very High,Rare
217,1,3,"Passenger_217, Mr/Mrs. John",male,13.0,0,0,A/5 33535,26.625433632608363,C,0,1,1,Teenager,High,Rare
218,0,3,"Passenger_218, Mr/Mrs. John",male,7.0,0,2,A/5 85536,6.337046139390241,S,0,3,0,Child,Low,Rare
219,1,1,"Passenger_219, Mr/Mrs. John",male,14.0,0,0,A/5 85039,3.363130767920304,Q,0,1,1,Teenager,Low,Rare
220,0,3,"Passenger_220, Mr/Mrs. John",male,54.0,1,0,A/5 91029,1.7937269192118124,C,0,2,0,Middle-aged,Low,Rare
221,1,1,"Passenger_221, Mr/Mrs. John",female,20.0,0,1,A/5 14055,35.142075944134895,C,1,2,0,Adult,High,Rare
222,1,1,"Passenger_222, Mr/Mrs. John",male,63.0,0,0,A/5 48170,52.73111944711317,C,0,1,1,Senior,Very High,Rare
223,0,3,"Passenger_223, Mr/Mrs. John",male,57.0,0,0,A/5 38251,22.741365545689025,C,0,1,1,Middle-aged,High,Rare
224,0,3,"Passenger_224, Mr/Mrs. John",female,41.0,0,0,A/5 14532,1.8005739752590553,S,0,1,1,Middle-aged,Low,Rare
225,0,3,"Passenger_225, Mr/Mrs. John",male,74.0,0,0,A/5 14924,24.535371973414637,S,0,1,1,Senior,High,Rare
226,1,1,"Passenger_226, Mr/Mrs. John",female,41.0,0,1,A/5 58037,87.83878596772941,S,0,2,0,Middle-aged,Very High,Rare
227,0,3,"Passenger_227, Mr/Mrs. John",male,69.0,0,0,A/5 88082,29.130926124197515,S,1,1,1,Senior,High,Rare
228,0,2,"Passenger_228, Mr/Mrs. John",male,41.0,0,1,A/5 81621,53.047120603173454,Q,0,2,0,Middle-aged,Very High,Rare
229,0,1,"Passenger_229, Mr/Mrs. John",male,41.0,0,0,A/5 87926,51.526446265929216,S,0,1,1,Middle-aged,Very High,Rare
230,0,3,"Passenger_230, Mr/Mrs. John",male,49.0,0,0,A/5 88816,86.08473294327075,S,0,1,1,Middle-aged,Very High,Rare
231,0,3,"Passenger_231, Mr/Mrs. John",female,3.0,0,3,A/5 99654,47.06147514544518,S,0,4,0,Child,Very High,Rare
232,0,3,"Passenger_232, Mr/Mrs. John",male,35.0,0,0,A/5 80400,44.06843074068207,S,1,1,1,Adult,High,Rare
233,0,3,"Passenger_233, Mr/Mrs. John",male,24.0,0,0,A/5 20702,8.534628659226643,C,1,1,1,Adult,Low,Rare
234,0,3,"Passenger_234, Mr/Mrs. John",male,22.0,0,0,A/5 25385,1.9774651164448336,S,0,1,1,Adult,Low,Rare
235,1,3,"Passenger_235, Mr/Mrs. John",male,41.0,1,1,A/5 19336,23.32737678858161,S,0,3,0,Middle-aged,High,Rare
236,1,1,"Passenger_236, Mr/Mrs. John",female,29.0,0,0,A/5 75421,4.252319427308957,S,0,1,1,Adult,Low,Rare
237,0,2,"Passenger_237, Mr/Mrs. John",male,20.0,0,0,A/5 41225,104.81078685222366,S,0,1,1,Adult,Very High,Rare
238,1,2,"Passenger_238, Mr/Mrs. John",female,54.0,0,0,A/5 46021,10.956299086032187,S,0,1,1,Middle-aged,Medium,Rare
239,1,2,"Passenger_239, Mr/Mrs. John",female,19.0,0,0,A/5 13782,61.34218225302679,S,0,1,1,Adult,Very High,Rare
240,0,3,"Passenger_240, Mr/Mrs. John",male,66.0,0,1,A/5 98877,15.693114463498476,S,0,2,0,Senior,Medium,Rare
241,1,3,"Passenger_241, Mr/Mrs. John",female,34.0,0,0,A/5 99630,12.491871188883202,C,0,1,1,Adult,Medium,Rare
242,0,1,"Passenger_242, Mr/Mrs. John",male,6.0,1,0,A/5 59111,87.54593807114227,C,0,2,0,Child,Very High,Rare
243,0,1,"Passenger_243, Mr/Mrs. John",male,10.0,0,0,A/5 99402,14.447748616641466,S,1,1,1,Child,Medium,Rare
244,0,3,"Passenger_244, Mr/Mrs. John",male,48.0,2,0,A/5 94585,15.832589268737458,Q,0,3,0,Middle-aged,Medium,Rare
245,1,1,"Passenger_245, Mr/Mrs. John",female,59.0,0,2,A/5 52719,3.588869466819464,S,0,3,0,Middle-aged,Low,Rare
246,0,3,"Passenger_246, Mr/Mrs. John",female,2.0,0,0,A/5 59037,35.5205463210063,S,1,1,1,Child,High,Rare
247,0,3,"Passenger_247, Mr/Mrs. John",male,65.0,0,3,A/5 90103,10.907424511990806,S,0,4,0,Senior,Medium,Rare
248,0,3,"Passenger_248, Mr/Mrs. John",female,41.0,0,0,A/5 13513,28.1898766596867,S,0,1,1,Middle-aged,High,Rare
249,0,3,"Passenger_249, Mr/Mrs. John",male,53.0,0,0,A/5 23335,28.636812959564203,S,0,1,1,Middle-aged,High,Rare
250,0,3,"Passenger_250, Mr/Mrs. John",male,22.0,0,2,A/5 54140,40.64356872865312,S,0,3,0,Adult,High,Rare
251,0,2,"Passenger_251, Mr/Mrs. John",male,21.0,0,0,A/5 90373,43.7580539876375,S,0,1,1,Adult,High,Rare
252,1,3,"Passenger_252, Mr/Mrs. John",female,22.0,2,0,A/5 87658,23.119296756906305,S,0,3,0,Adult,High,Rare
253,0,3,"Passenger_253, Mr/Mrs. John",male,30.0,1,3,A/5 44840,12.862693838690758,S,0,5,0,Adult,Medium,Rare
254,0,2,"Passenger_254, Mr/Mrs. John",male,28.0,0,0,A/5 41007,58.13680439132225,C,0,1,1,Adult,Very High,Rare
255,0,3,"Passenger_255, Mr/Mrs. John",male,45.0,0,0,A/5 66947,11.86780765895561,S,0,1,1,Middle-aged,Medium,Rare
256,0,3,"Passenger_256, Mr/Mrs. John",male,49.0,0,0,A/5 36393,22.66493710297816,C,0,1,1,Middle-aged,Medium,Rare
257,1,3,"Passenger_257, Mr/Mrs. John",male,1.0,0,0,A/5 67480,16.413294227009544,S,0,1,1,Child,Medium,Rare
258,0,3,"Passenger_258, Mr/Mrs. John",male,73.0,0,0,A/5 98290,61.80999282012751,S,0,1,1,Senior,Very High,Rare
259,0,3,"Passenger_259, Mr/Mrs. John",female,32.0,0,0,A/5 96335,18.09569406287848,S,0,1,1,Adult,Medium,Rare
260,0,3,"Passenger_260, Mr/Mrs. John",male,48.0,0,0,A/5 19107,15.613501095128656,S,0,1,1,Middle-aged,Medium,Rare
261,1,3,"Passenger_261, Mr/Mrs. John",male,74.0,0,1,A/5 15993,37.459661138616426,S,0,2,0,Senior,High,Rare
262,0,3,"Passenger_262, Mr/Mrs. John",male,41.0,3,0,A/5 62066,29.517190546211243,S,0,4,0,Middle-aged,High,Rare
263,0,3,"Passenger_263, Mr/Mrs. John",female,35.0,1,0,A/5 52942,3.630244659314812,S,0,2,0,Adult,Low,Rare
264,0,3,"Passenger_264, Mr/Mrs. John",female,25.0,2,0,A/5 26138,22.707831158016862,S,0,3,0,Adult,Medium,Rare
265,0,3,"Passenger_265, Mr/Mrs. John",male,15.0,0,0,A/5 54527,42.55463434870069,S,1,1,1,Teenager,High,Rare
266,1,1,"Passenger_266, Mr/Mrs. John",female,73.0,0,0,A/5 19190,154.80650416317562,C,0,1,1,Senior,Very High,Rare
267,1,3,"Passenger_267, Mr/Mrs. John",male,19.0,0,1,A/5 88422,31.74237035557053,S,0,2,0,Adult,High,Rare
268,0,3,"Passenger_268, Mr/Mrs. John",male,17.0,0,0,A/5 65698,14.80002408499442,S,0,1,1,Teenager,Medium,Rare
269,1,1,"Passenger_269, Mr/Mrs. John",male,41.0,0,1,A/5 92315,8.204137278526463,S,0,2,0,Middle-aged,Low,Rare
270,0,3,"Passenger_270, Mr/Mrs. John",male,40.0,0,2,A/5 39086,65.99143507882964,S,0,3,0,Middle-aged,Very High,Rare
271,1,1,"Passenger_271, Mr/Mrs. John",male,23.0,0,0,A/5 27322,53.921664208759694,S,0,1,1,Adult,Very High,Rare
272,1,2,"Passenger_272, Mr/Mrs. John",female,41.0,0,0,A/5 93569,8.52711546094157,S,0,1,1,Middle-aged,Low,Rare
273,1,3,"Passenger_273, Mr/Mrs. John",female,63.0,0,0,A/5 95610,7.165887241630939,S,0,1,1,Senior,Low,Rare
274,1,1,"Passenger_274, Mr/Mrs. John",female,69.0,0,0,A/5 13435,40.18387624150392,Q,1,1,1,Senior,High,Rare
275,1,3,"Passenger_275, Mr/Mrs. John",male,41.0,0,1,A/5 63331,12.104526738183312,S,0,2,0,Middle-aged,Medium,Rare
276,0,3,"Passenger_276, Mr/Mrs. John",male,75.0,0,2,A/5 38942,11.707459873659102,C,1,3,0,Senior,Medium,Rare
277,0,3,"Passenger_277, Mr/Mrs. John",female,67.0,0,0,A/5 69635,5.286943176456732,S,0,1,1,Senior,Low,Rare
278,1,1,"Passenger_278, Mr/Mrs. John",male,33.0,0,0,A/5 39059,9.807740785362762,S,1,1,1,Adult,Medium,Rare
279,1,2,"Passenger_279, Mr/Mrs. John",male,48.0,2,2,A/5 67557,17.848183829634323,S,0,5,0,Middle-aged,Medium,Rare
280,1,3,"Passenger_280, Mr/Mrs. John",male,38.0,0,2,A/5 62389,42.23684241374398,C,0,3,0,Middle-aged,High,Rare
281,0,3,"Passenger_281, Mr/Mrs. John",female,36.0,1,0,A/5 63014,13.117991513503164,C,0,2,0,Middle-aged,Medium,Rare
282,1,3,"Passenger_282, Mr/Mrs. John",male,77.0,0,0,A/5 42826,12.748693049190724,S,0,1,1,Senior,Medium,Rare
283,0,2,"Passenger_283, Mr/Mrs. John",male,3.0,0,0,A/5 40297,10.73124539346995,S,0,1,1,Child,Medium,Rare
284,1,3,"Passenger_284, Mr/Mrs. John",female,65.0,0,2,A/5 53890,20.820200421077843,S,1,3,0,Senior,Medium,Rare
285,0,3,"Passenger_285, Mr/Mrs. John",male,8.0,0,0,A/5 31322,6.375286439352978,S,1,1,1,Child,Low,Rare
286,1,3,"Passenger_286, Mr/Mrs. John",male,41.0,0,0,A/5 45739,21.274043365904188,S,1,1,1,Middle-aged,Medium,Rare
287,1,1,"Passenger_287, Mr/Mrs. John",male,73.0,1,0,A/5 19719,38.97565106755105,S,1,2,0,Senior,High,Rare
288,0,3,"Passenger_288, Mr/Mrs. John",male,39.0,0,0,A/5 89553,0.967784178556764,S,0,1,1,Middle-aged,Low,Rare
289,0,3,"Passenger_289, Mr/Mrs. John",female,28.0,0,0,A/5 18314,0.3144804001430316,C,0,1,1,Adult,Low,Rare
290,0,3,"Passenger_290, Mr/Mrs. John",male,37.0,0,5,A/5 85164,2.499021636518445,S,0,6,0,Middle-aged,Low,Rare
291,0,2,"Passenger_291, Mr/Mrs. John",male,56.0,2,0,A/5 87028,24.548427821089167,S,0,3,0,Middle-aged,High,Rare
292,1,3,"Passenger_292, Mr/Mrs. John",female,2.0,0,0,A/5 46113,61.67265706819671,S,0,1,1,Child,Very High,Rare
293,0,3,"Passenger_293, Mr/Mrs. John",female,60.0,0,0,A/5 25357,0.1566858883778089,S,0,1,1,Middle-aged,Low,Rare
294,0,1,"Passenger_294, Mr/Mrs. John",female,40.0,0,0,A/5 30365,88.296282707878,S,1,1,1,Middle-aged,Very High,Rare
295,0,3,"Passenger_295, Mr/Mrs. John",male,37.0,1,0,A/5 49029,3.595554769302764,S,0,2,0,Middle-aged,Low,Rare
296,1,3,"Passenger_296, Mr/Mrs. John",male,18.0,4,0,A/5 11737,59.041791954978535,S,1,5,0,Teenager,Very High,Rare
297,0,1,"Passenger_297, Mr/Mrs. John",female,22.0,0,0,A/5 84632,21.10180880412578,C,0,1,1,Adult,Medium,Rare
298,1,2,"Passenger_298, Mr/Mrs. John",female,58.0,1,0,A/5 95474,34.461485050563496,S,0,2,0,Middle-aged,High,Rare
299,0,3,"Passenger_299, Mr/Mrs. John",male,41.0,1,0,A/5 88218,22.87183059183088,S,1,2,0,Middle-aged,High,Rare
300,0,1,"Passenger_300, Mr/Mrs. John",male,7.0,0,0,A/5 37499,20.74451289358845,S,0,1,1,Child,Medium,Rare
301,0,3,"Passenger_301, Mr/Mrs. John",male,41.0,0,2,A/5 56157,57.63841490247088,S,1,3,0,Middle-aged,Very High,Rare
302,1,2,"Passenger_302, Mr/Mrs. John",female,68.0,0,2,A/5 66247,45.12388814607354,S,0,3,0,Senior,Very High,Rare
303,1,3,"Passenger_303, Mr/Mrs. John",male,1.0,3,0,A/5 51034,21.135703284562915,S,0,4,0,Child,Medium,Rare
304,1,1,"Passenger_304, Mr/Mrs. John",male,78.0,0,0,A/5 10294,3.7879561790020606,S,0,1,1,Senior,Low,Rare
305,0,3,"Passenger_305, Mr/Mrs. John",male,41.0,1,2,A/5 34596,3.923937885556045,S,0,4,0,Middle-aged,Low,Rare
306,1,3,"Passenger_306, Mr/Mrs. John",female,38.0,0,0,A/5 21434,51.74927978149391,C,0,1,1,Middle-aged,Very High,Rare
307,1,3,"Passenger_307, Mr/Mrs. John",female,41.0,1,1,A/5 68382,24.11925995997423,C,0,3,0,Middle-aged,High,Rare
308,0,3,"Passenger_308, Mr/Mrs. John",male,74.0,0,2,A/5 48098,21.02358993640228,S,0,3,0,Senior,Medium,Rare
309,1,1,"Passenger_309, Mr/Mrs. John",female,71.0,0,0,A/5 14655,36.51863146201688,S,1,1,1,Senior,High,Rare
310,0,3,"Passenger_310, Mr/Mrs. John",female,47.0,1,0,A/5 93029,62.65191991672511,C,0,2,0,Middle-aged,Very High,Rare
311,0,1,"Passenger_311, Mr/Mrs. John",male,35.0,1,2,A/5 56228,31.718763072445647,S,0,4,0,Adult,High,Rare
312,0,1,"Passenger_312, Mr/Mrs. John",male,1.0,1,0,A/5 13771,46.04971460599018,C,0,2,0,Child,Very High,Rare
313,0,2,"Passenger_313, Mr/Mrs. John",male,60.0,0,0,A/5 84099,46.37829102061311,S,1,1,1,Middle-aged,Very High,Rare
314,0,3,"Passenger_314, Mr/Mrs. John",female,23.0,1,0,A/5 66799,14.094803574242873,S,1,2,0,Adult,Medium,Rare
315,0,3,"Passenger_315, Mr/Mrs. John",male,61.0,0,0,A/5 72257,10.25023568865996,S,0,1,1,Senior,Medium,Rare
316,0,3,"Passenger_316, Mr/Mrs. John",male,52.0,0,0,A/5 27558,51.68880807925837,S,0,1,1,Middle-aged,Very High,Rare
317,1,2,"Passenger_317, Mr/Mrs. John",female,55.0,0,0,A/5 68436,15.15186517088872,C,1,1,1,Middle-aged,Medium,Rare
318,0,2,"Passenger_318, Mr/Mrs. John",male,55.0,0,5,A/5 42376,74.76845755952813,S,0,6,0,Middle-aged,Very High,Rare
319,1,3,"Passenger_319, Mr/Mrs. John",female,36.0,0,0,A/5 97458,2.3116212469608417,Q,0,1,1,Middle-aged,Low,Rare
320,0,2,"Passenger_320, Mr/Mrs. John",male,49.0,5,0,A/5 87924,1.919389939421072,S,0,6,0,Middle-aged,Low,Rare
321,0,3,"Passenger_321, Mr/Mrs. John",male,39.0,0,0,A/5 39332,83.75529046874018,C,0,1,1,Middle-aged,Very High,Rare
322,0,1,"Passenger_322, Mr/Mrs. John",female,61.0,0,0,A/5 56737,33.45335388952855,C,0,1,1,Senior,High,Rare
323,0,3,"Passenger_323, Mr/Mrs. John",female,35.0,0,0,A/5 99031,15.27647393161496,S,0,1,1,Adult,Medium,Rare
324,0,3,"Passenger_324, Mr/Mrs. John",male,41.0,0,3,A/5 83970,45.01579807783845,S,0,4,0,Middle-aged,Very High,Rare
325,0,1,"Passenger_325, Mr/Mrs. John",female,42.0,0,1,A/5 61952,35.703633255625746,Q,0,2,0,Middle-aged,High,Rare
326,1,1,"Passenger_326, Mr/Mrs. John",female,76.0,2,0,A/5 30991,24.24260075836101,S,0,3,0,Senior,High,Rare
327,0,3,"Passenger_327, Mr/Mrs. John",male,67.0,1,0,A/5 37472,3.331502626308046,S,1,2,0,Senior,Low,Rare
328,0,3,"Passenger_328, Mr/Mrs. John",female,73.0,1,0,A/5 69946,53.51260877609316,S,0,2,0,Senior,Very High,Rare
329,0,2,"Passenger_329, Mr/Mrs. John",male,41.0,4,0,A/5 36849,64.32283388126223,S,1,5,0,Middle-aged,Very High,Rare
330,0,3,"Passenger_330, Mr/Mrs. John",male,13.0,0,0,A/5 11541,6.046268015639368,C,0,1,1,Teenager,Low,Rare
331,1,1,"Passenger_331, Mr/Mrs. John",male,23.0,0,0,A/5 12765,60.81717852271293,S,0,1,1,Adult,Very High,Rare
332,1,2,"Passenger_332, Mr/Mrs. John",female,66.0,0,4,A/5 53074,67.2794709676473,S,1,5,0,Senior,Very High,Rare
333,0,3,"Passenger_333, Mr/Mrs. John",female,18.0,0,0,A/5 39283,25.51164003837416,S,0,1,1,Teenager,High,Rare
334,0,2,"Passenger_334, Mr/Mrs. John",male,33.0,0,0,A/5 10769,34.164294759287074,S,0,1,1,Adult,High,Rare
335,0,3,"Passenger_335, Mr/Mrs. John",male,32.0,0,1,A/5 27806,15.4128290638317,S,1,2,0,Adult,Medium,Rare
336,0,2,"Passenger_336, Mr/Mrs. John",male,78.0,0,0,A/5 12972,10.591858160058072,S,0,1,1,Senior,Medium,Rare
337,1,2,"Passenger_337, Mr/Mrs. John",male,41.0,0,0,A/5 28256,40.962353428891845,S,0,1,1,Middle-aged,High,Rare
338,1,3,"Passenger_338, Mr/Mrs. John",female,36.0,0,0,A/5 28653,63.34711313786182,C,1,1,1,Middle-aged,Very High,Rare
339,1,2,"Passenger_339, Mr/Mrs. John",female,41.0,0,0,A/5 96669,33.96930145723106,S,0,1,1,Middle-aged,High,Rare
340,1,3,"Passenger_340, Mr/Mrs. John",male,11.0,0,1,A/5 49339,22.931241990718878,S,0,2,0,Child,High,Rare
341,0,1,"Passenger_341, Mr/Mrs. John",female,47.0,0,0,A/5 35757,5.5383733192202405,Q,0,1,1,Middle-aged,Low,Rare
342,1,1,"Passenger_342, Mr/Mrs. John",male,19.0,0,1,A/5 52399,1.758102021079773,S,1,2,0,Adult,Low,Rare
343,1,1,"Passenger_343, Mr/Mrs. John",female,28.0,1,0,A/5 54013,18.88110117239292,C,0,2,0,Adult,Medium,Rare
344,0,3,"Passenger_344, Mr/Mrs. John",female,9.0,0,0,A/5 24706,1.6194834839934282,C,0,1,1,Child,Low,Rare
345,0,2,"Passenger_345, Mr/Mrs. John",male,62.0,0,1,A/5 48231,26.957564754454403,S,0,2,0,Senior,High,Rare
346,0,3,"Passenger_346, Mr/Mrs. John",male,67.0,1,0,A/5 37909,15.438318060982914,S,0,2,0,Senior,Medium,Rare
347,0,3,"Passenger_347, Mr/Mrs. John",female,47.0,0,0,A/5 86631,45.29511708631398,S,0,1,1,Middle-aged,Very High,Rare
348,0,3,"Passenger_348, Mr/Mrs. John",male,29.0,0,0,A/5 67572,11.67286265564082,S,1,1,1,Adult,Medium,Rare
349,1,1,"Passenger_349, Mr/Mrs. John",male,13.0,1,0,A/5 95879,28.76478690167291,S,0,2,0,Teenager,High,Rare
350,0,3,"Passenger_350, Mr/Mrs. John",male,34.0,0,0,A/5 73767,24.688179346301663,S,0,1,1,Adult,High,Rare
351,0,3,"Passenger_351, Mr/Mrs. John",male,41.0,1,0,A/5 36469,0.1511540481926099,S,0,2,0,Middle-aged,Low,Rare
352,0,3,"Passenger_352, Mr/Mrs. John",male,48.0,1,0,A/5 11313,2.404583822577319,S,0,2,0,Middle-aged,Low,Rare
353,0,3,"Passenger_353, Mr/Mrs. John",female,64.0,0,0,A/5 17847,10.976289683399871,C,1,1,1,Senior,Medium,Rare
354,1,3,"Passenger_354, Mr/Mrs. John",female,39.0,0,2,A/5 60222,68.45007531682693,S,0,3,0,Middle-aged,Very High,Rare
355,0,3,"Passenger_355, Mr/Mrs. John",male,41.0,0,0,A/5 84702,5.088424440505933,S,0,1,1,Middle-aged,Low,Rare
356,0,1,"Passenger_356, Mr/Mrs. John",female,71.0,0,1,A/5 19930,39.710816612939176,C,1,2,0,Senior,High,Rare
357,1,1,"Passenger_357, Mr/Mrs. John",male,41.0,0,0,A/5 13285,116.018814108109,S,0,1,1,Middle-aged,Very High,Rare
358,0,3,"Passenger_358, Mr/Mrs. John",female,67.0,0,0,A/5 45863,50.02732924257205,S,1,1,1,Senior,Very High,Rare
359,1,3,"Passenger_359, Mr/Mrs. John",female,49.0,0,1,A/5 26704,8.906235223085,C,1,2,0,Middle-aged,Low,Rare
360,0,3,"Passenger_360, Mr/Mrs. John",male,65.0,0,0,A/5 28705,76.47823443417751,S,0,1,1,Senior,Very High,Rare
361,0,3,"Passenger_361, Mr/Mrs. John",female,41.0,0,0,A/5 10555,3.127391351574914,S,0,1,1,Middle-aged,Low,Rare
362,0,1,"Passenger_362, Mr/Mrs. John",male,25.0,0,0,A/5 31323,20.20411626456914,S,0,1,1,Adult,Medium,Rare
363,1,1,"Passenger_363, Mr/Mrs. John",male,3.0,0,0,A/5 80968,69.92558847557085,C,0,1,1,Child,Very High,Rare
364,0,3,"Passenger_364, Mr/Mrs. John",female,32.0,1,0,A/5 76922,32.80554565556449,S,1,2,0,Adult,High,Rare
365,1,2,"Passenger_365, Mr/Mrs. John",male,16.0,0,0,A/5 63915,17.08253211026609,S,1,1,1,Teenager,Medium,Rare
366,1,1,"Passenger_366, Mr/Mrs. John",male,41.0,0,1,A/5 20619,11.086718775676625,S,0,2,0,Middle-aged,Medium,Rare
367,0,3,"Passenger_367, Mr/Mrs. John",male,56.0,2,0,A/5 82390,15.04520609294883,S,0,3,0,Middle-aged,Medium,Rare
368,1,1,"Passenger_368, Mr/Mrs. John",female,41.0,0,2,A/5 69274,22.75816274989572,S,0,3,0,Middle-aged,High,Rare
369,0,3,"Passenger_369, Mr/Mrs. John",male,51.0,0,2,A/5 83173,12.29623944969386,S,1,3,0,Middle-aged,Medium,Rare
370,0,2,"Passenger_370, Mr/Mrs. John",male,71.0,0,0,A/5 31225,111.1274209434883,S,0,1,1,Senior,Very High,Rare
371,0,3,"Passenger_371, Mr/Mrs. John",female,19.0,0,0,A/5 36739,86.5351146476628,S,0,1,1,Adult,Very High,Rare
372,0,2,"Passenger_372, Mr/Mrs. John",female,45.0,0,2,A/5 57708,65.45277933070707,S,1,3,0,Middle-aged,Very High,Rare
373,0,3,"Passenger_373, Mr/Mrs. John",male,11.0,0,2,A/5 63019,17.53238564568462,C,0,3,0,Child,Medium,Rare
374,0,1,"Passenger_374, Mr/Mrs. John",male,41.0,0,0,A/5 86154,37.612514529889786,S,1,1,1,Middle-aged,High,Rare
375,0,1,"Passenger_375, Mr/Mrs. John",male,18.0,1,0,A/5 17373,74.60115602225687,S,0,2,0,Teenager,Very High,Rare
376,0,2,"Passenger_376, Mr/Mrs. John",male,48.0,0,0,A/5 45281,60.79959497676101,S,0,1,1,Middle-aged,Very High,Rare
377,0,3,"Passenger_377, Mr/Mrs. John",male,8.0,0,0,A/5 30187,17.119798066334045,S,0,1,1,Child,Medium,Rare
378,0,3,"Passenger_378, Mr/Mrs. John",female,76.0,1,0,A/5 77863,3.8149878638293857,S,1,2,0,Senior,Low,Rare
379,1,2,"Passenger_379, Mr/Mrs. John",female,41.0,0,0,A/5 94085,2.5165839422297127,S,1,1,1,Middle-aged,Low,Rare
380,0,3,"Passenger_380, Mr/Mrs. John",male,79.0,1,0,A/5 49220,27.537104593665298,S,0,2,0,Senior,High,Rare
381,0,3,"Passenger_381, Mr/Mrs. John",male,41.0,0,0,A/5 17642,32.92729093201232,S,0,1,1,Middle-aged,High,Rare
382,0,3,"Passenger_382, Mr/Mrs. John",female,45.0,1,0,A/5 89971,60.67427943464433,S,0,2,0,Middle-aged,Very High,Rare
383,0,1,"Passenger_383, Mr/Mrs. John",male,77.0,0,0,A/5 65556,11.073244155331489,S,1,1,1,Senior,Medium,Rare
384,0,3,"Passenger_384, Mr/Mrs. John",female,79.0,1,0,A/5 43760,5.865171551008797,S,1,2,0,Senior,Low,Rare
385,1,1,"Passenger_385, Mr/Mrs. John",male,67.0,2,0,A/5 48192,15.245874889420293,S,0,3,0,Senior,Medium,Rare
386,1,2,"Passenger_386, Mr/Mrs. John",male,54.0,0,0,A/5 14381,13.9615452171516,S,0,1,1,Middle-aged,Medium,Rare
387,0,3,"Passenger_387, Mr/Mrs. John",female,40.0,0,0,A/5 29558,4.547327357626297,C,0,1,1,Middle-aged,Low,Rare
388,0,1,"Passenger_388, Mr/Mrs. John",male,41.0,0,0,A/5 40782,35.69932120259186,C,0,1,1,Middle-aged,High,Rare
389,0,3,"Passenger_389, Mr/Mrs. John",female,60.0,0,3,A/5 14782,22.74188595109588,C,0,4,0,Middle-aged,High,Rare
390,0,3,"Passenger_390, Mr/Mrs. John",male,30.0,0,0,A/5 64712,40.86347456183925,S,0,1,1,Adult,High,Rare
391,0,3,"Passenger_391, Mr/Mrs. John",male,62.0,0,0,A/5 29462,13.9178142484445,S,0,1,1,Senior,Medium,Rare
392,0,3,"Passenger_392, Mr/Mrs. John",female,9.0,0,0,A/5 70030,12.61067017790968,S,1,1,1,Child,Medium,Rare
