PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
263,0,3,"Passenger_263, Mr/Mrs. John",female,35.0,1,0,A/5 52942,3.630244659314812,,S
264,0,3,"Passenger_264, Mr/Mrs. John",female,25.0,2,0,A/5 26138,22.707831158016862,,S
265,0,3,"Passenger_265, Mr/Mrs. John",male,15.0,0,0,A/5 54527,42.55463434870069,G18,S
266,1,1,"Passenger_266, Mr/Mrs. John",female,73.0,0,0,A/5 19190,154.80650416317562,,C
267,1,3,"Passenger_267, Mr/Mrs. John",male,19.0,0,1,A/5 88422,31.742370355570532,,S
268,0,3,"Passenger_268, Mr/Mrs. John",male,17.0,0,0,A/5 65698,14.80002408499442,,S
269,1,1,"Passenger_269, Mr/Mrs. John",male,41.0,0,1,A/5 92315,8.204137278526463,,S
270,0,3,"Passenger_270, Mr/Mrs. John",male,40.0,0,2,A/5 39086,65.99143507882964,,S
271,1,1,"Passenger_271, Mr/Mrs. John",male,23.0,0,0,A/5 27322,53.921664208759694,,S
272,1,2,"Passenger_272, Mr/Mrs. John",female,,0,0,A/5 93569,8.52711546094157,,S
273,1,3,"Passenger_273, Mr/Mrs. John",female,63.0,0,0,A/5 95610,7.165887241630939,,S
274,1,1,"Passenger_274, Mr/Mrs. John",female,69.0,0,0,A/5 13435,40.18387624150392,D114,Q
275,1,3,"Passenger_275, Mr/Mrs. John",male,,0,1,A/5 63331,12.104526738183313,,S
276,0,3,"Passenger_276, Mr/Mrs. John",male,75.0,0,2,A/5 38942,11.707459873659102,E191,C
277,0,3,"Passenger_277, Mr/Mrs. John",female,67.0,0,0,A/5 69635,5.286943176456732,,S
278,1,1,"Passenger_278, Mr/Mrs. John",male,33.0,0,0,A/5 39059,9.807740785362762,F62,S
279,1,2,"Passenger_279, Mr/Mrs. John",male,48.0,2,2,A/5 67557,17.848183829634323,,S
280,1,3,"Passenger_280, Mr/Mrs. John",male,38.0,0,2,A/5 62389,42.23684241374398,,C
281,0,3,"Passenger_281, Mr/Mrs. John",female,36.0,1,0,A/5 63014,13.117991513503164,,C
282,1,3,"Passenger_282, Mr/Mrs. John",male,77.0,0,0,A/5 42826,12.748693049190724,,S
283,0,2,"Passenger_283, Mr/Mrs. John",male,3.0,0,0,A/5 40297,10.73124539346995,,S
284,1,3,"Passenger_284, Mr/Mrs. John",female,65.0,0,2,A/5 53890,20.820200421077843,G128,S
285,0,3,"Passenger_285, Mr/Mrs. John",male,8.0,0,0,A/5 31322,6.375286439352978,F144,S
286,1,3,"Passenger_286, Mr/Mrs. John",male,,0,0,A/5 45739,21.274043365904188,E164,S
287,1,1,"Passenger_287, Mr/Mrs. John",male,73.0,1,0,A/5 19719,38.97565106755105,B135,S
288,0,3,"Passenger_288, Mr/Mrs. John",male,39.0,0,0,A/5 89553,0.9677841785567641,,S
289,0,3,"Passenger_289, Mr/Mrs. John",female,28.0,0,0,A/5 18314,0.3144804001430316,,C
290,0,3,"Passenger_290, Mr/Mrs. John",male,37.0,0,5,A/5 85164,2.4990216365184454,,S
291,0,2,"Passenger_291, Mr/Mrs. John",male,56.0,2,0,A/5 87028,24.548427821089167,,S
292,1,3,"Passenger_292, Mr/Mrs. John",female,2.0,0,0,A/5 46113,61.67265706819671,,S
293,0,3,"Passenger_293, Mr/Mrs. John",female,60.0,0,0,A/5 25357,0.1566858883778089,,S
294,0,1,"Passenger_294, Mr/Mrs. John",female,40.0,0,0,A/5 30365,88.296282707878,C122,S
295,0,3,"Passenger_295, Mr/Mrs. John",male,37.0,1,0,A/5 49029,3.595554769302764,,S
296,1,3,"Passenger_296, Mr/Mrs. John",male,18.0,4,0,A/5 11737,59.041791954978535,D185,S
297,0,1,"Passenger_297, Mr/Mrs. John",female,22.0,0,0,A/5 84632,21.10180880412578,,C
298,1,2,"Passenger_298, Mr/Mrs. John",female,58.0,1,0,A/5 95474,34.461485050563496,,S
299,0,3,"Passenger_299, Mr/Mrs. John",male,,1,0,A/5 88218,22.87183059183088,B68,S
300,0,1,"Passenger_300, Mr/Mrs. John",male,7.0,0,0,A/5 37499,20.74451289358845,,S
301,0,3,"Passenger_301, Mr/Mrs. John",male,,0,2,A/5 56157,57.63841490247088,C135,S
302,1,2,"Passenger_302, Mr/Mrs. John",female,68.0,0,2,A/5 66247,45.12388814607354,,S
303,1,3,"Passenger_303, Mr/Mrs. John",male,1.0,3,0,A/5 51034,21.135703284562915,,S
304,1,1,"Passenger_304, Mr/Mrs. John",male,78.0,0,0,A/5 10294,3.7879561790020606,,S
305,0,3,"Passenger_305, Mr/Mrs. John",male,,1,2,A/5 34596,3.9239378855560454,,S
306,1,3,"Passenger_306, Mr/Mrs. John",female,38.0,0,0,A/5 21434,51.74927978149391,,C
307,1,3,"Passenger_307, Mr/Mrs. John",female,,1,1,A/5 68382,24.11925995997423,,C
308,0,3,"Passenger_308, Mr/Mrs. John",male,74.0,0,2,A/5 48098,21.023589936402278,,S
309,1,1,"Passenger_309, Mr/Mrs. John",female,71.0,0,0,A/5 14655,36.51863146201688,F26,S
310,0,3,"Passenger_310, Mr/Mrs. John",female,47.0,1,0,A/5 93029,62.65191991672511,,C
311,0,1,"Passenger_311, Mr/Mrs. John",male,35.0,1,2,A/5 56228,31.718763072445647,,S
312,0,1,"Passenger_312, Mr/Mrs. John",male,1.0,1,0,A/5 13771,46.04971460599018,,C
313,0,2,"Passenger_313, Mr/Mrs. John",male,60.0,0,0,A/5 84099,46.37829102061311,F163,S
314,0,3,"Passenger_314, Mr/Mrs. John",female,23.0,1,0,A/5 66799,14.094803574242873,C146,S
315,0,3,"Passenger_315, Mr/Mrs. John",male,61.0,0,0,A/5 72257,10.25023568865996,,S
316,0,3,"Passenger_316, Mr/Mrs. John",male,52.0,0,0,A/5 27558,51.68880807925837,,S
317,1,2,"Passenger_317, Mr/Mrs. John",female,55.0,0,0,A/5 68436,15.151865170888719,A155,C
318,0,2,"Passenger_318, Mr/Mrs. John",male,55.0,0,5,A/5 42376,74.76845755952813,,S
319,1,3,"Passenger_319, Mr/Mrs. John",female,36.0,0,0,A/5 97458,2.3116212469608417,,Q
320,0,2,"Passenger_320, Mr/Mrs. John",male,49.0,5,0,A/5 87924,1.919389939421072,,S
321,0,3,"Passenger_321, Mr/Mrs. John",male,39.0,0,0,A/5 39332,83.75529046874018,,C
322,0,1,"Passenger_322, Mr/Mrs. John",female,61.0,0,0,A/5 56737,33.45335388952855,,C
323,0,3,"Passenger_323, Mr/Mrs. John",female,35.0,0,0,A/5 99031,15.27647393161496,,S
324,0,3,"Passenger_324, Mr/Mrs. John",male,41.0,0,3,A/5 83970,45.01579807783845,,S
325,0,1,"Passenger_325, Mr/Mrs. John",female,42.0,0,1,A/5 61952,35.703633255625746,,Q
326,1,1,"Passenger_326, Mr/Mrs. John",female,76.0,2,0,A/5 30991,24.242600758361014,,S
327,0,3,"Passenger_327, Mr/Mrs. John",male,67.0,1,0,A/5 37472,3.331502626308046,G77,S
328,0,3,"Passenger_328, Mr/Mrs. John",female,73.0,1,0,A/5 69946,53.51260877609316,,S
329,0,2,"Passenger_329, Mr/Mrs. John",male,,4,0,A/5 36849,64.32283388126223,E88,S
330,0,3,"Passenger_330, Mr/Mrs. John",male,13.0,0,0,A/5 11541,6.046268015639368,,C
331,1,1,"Passenger_331, Mr/Mrs. John",male,23.0,0,0,A/5 12765,60.81717852271293,,S
332,1,2,"Passenger_332, Mr/Mrs. John",female,66.0,0,4,A/5 53074,67.2794709676473,C184,S
333,0,3,"Passenger_333, Mr/Mrs. John",female,18.0,0,0,A/5 39283,25.511640038374157,,S
334,0,2,"Passenger_334, Mr/Mrs. John",male,33.0,0,0,A/5 10769,34.164294759287074,,S
335,0,3,"Passenger_335, Mr/Mrs. John",male,32.0,0,1,A/5 27806,15.412829063831701,A49,S
336,0,2,"Passenger_336, Mr/Mrs. John",male,78.0,0,0,A/5 12972,10.591858160058072,,S
337,1,2,"Passenger_337, Mr/Mrs. John",male,,0,0,A/5 28256,40.962353428891845,,S
338,1,3,"Passenger_338, Mr/Mrs. John",female,36.0,0,0,A/5 28653,63.34711313786182,C93,C
339,1,2,"Passenger_339, Mr/Mrs. John",female,,0,0,A/5 96669,33.96930145723106,,S
340,1,3,"Passenger_340, Mr/Mrs. John",male,11.0,0,1,A/5 49339,22.931241990718874,,S
341,0,1,"Passenger_341, Mr/Mrs. John",female,47.0,0,0,A/5 35757,5.5383733192202405,,Q
342,1,1,"Passenger_342, Mr/Mrs. John",male,19.0,0,1,A/5 52399,1.7581020210797733,D119,S
343,1,1,"Passenger_343, Mr/Mrs. John",female,28.0,1,0,A/5 54013,18.88110117239292,,C
344,0,3,"Passenger_344, Mr/Mrs. John",female,9.0,0,0,A/5 24706,1.6194834839934282,,C
345,0,2,"Passenger_345, Mr/Mrs. John",male,62.0,0,1,A/5 48231,26.957564754454403,,S
346,0,3,"Passenger_346, Mr/Mrs. John",male,67.0,1,0,A/5 37909,15.438318060982914,,S
347,0,3,"Passenger_347, Mr/Mrs. John",female,47.0,0,0,A/5 86631,45.29511708631398,,S
348,0,3,"Passenger_348, Mr/Mrs. John",male,29.0,0,0,A/5 67572,11.67286265564082,F100,S
349,1,1,"Passenger_349, Mr/Mrs. John",male,13.0,1,0,A/5 95879,28.76478690167291,,S
350,0,3,"Passenger_350, Mr/Mrs. John",male,34.0,0,0,A/5 73767,24.688179346301666,,S
351,0,3,"Passenger_351, Mr/Mrs. John",male,,1,0,A/5 36469,0.1511540481926099,,S
352,0,3,"Passenger_352, Mr/Mrs. John",male,48.0,1,0,A/5 11313,2.404583822577319,,S
353,0,3,"Passenger_353, Mr/Mrs. John",female,64.0,0,0,A/5 17847,10.976289683399873,G29,C
354,1,3,"Passenger_354, Mr/Mrs. John",female,39.0,0,2,A/5 60222,68.45007531682693,,S
355,0,3,"Passenger_355, Mr/Mrs. John",male,,0,0,A/5 84702,5.088424440505933,,S
356,0,1,"Passenger_356, Mr/Mrs. John",female,71.0,0,1,A/5 19930,39.710816612939176,B182,C
357,1,1,"Passenger_357, Mr/Mrs. John",male,,0,0,A/5 13285,116.018814108109,,S
358,0,3,"Passenger_358, Mr/Mrs. John",female,67.0,0,0,A/5 45863,50.027329242572044,A184,S
359,1,3,"Passenger_359, Mr/Mrs. John",female,49.0,0,1,A/5 26704,8.906235223085,F172,C
360,0,3,"Passenger_360, Mr/Mrs. John",male,65.0,0,0,A/5 28705,76.47823443417751,,S
361,0,3,"Passenger_361, Mr/Mrs. John",female,,0,0,A/5 10555,3.127391351574914,,S
362,0,1,"Passenger_362, Mr/Mrs. John",male,25.0,0,0,A/5 31323,20.20411626456914,,S
363,1,1,"Passenger_363, Mr/Mrs. John",male,3.0,0,0,A/5 80968,69.92558847557085,,C
364,0,3,"Passenger_364, Mr/Mrs. John",female,32.0,1,0,A/5 76922,32.80554565556449,G111,S
365,1,2,"Passenger_365, Mr/Mrs. John",male,16.0,0,0,A/5 63915,17.08253211026609,C102,S
366,1,1,"Passenger_366, Mr/Mrs. John",male,,0,1,A/5 20619,11.086718775676625,,S
367,0,3,"Passenger_367, Mr/Mrs. John",male,56.0,2,0,A/5 82390,15.04520609294883,,S
368,1,1,"Passenger_368, Mr/Mrs. John",female,41.0,0,2,A/5 69274,22.758162749895718,,S
369,0,3,"Passenger_369, Mr/Mrs. John",male,51.0,0,2,A/5 83173,12.296239449693859,B190,S
370,0,2,"Passenger_370, Mr/Mrs. John",male,71.0,0,0,A/5 31225,111.1274209434883,,S
371,0,3,"Passenger_371, Mr/Mrs. John",female,19.0,0,0,A/5 36739,86.5351146476628,,S
372,0,2,"Passenger_372, Mr/Mrs. John",female,45.0,0,2,A/5 57708,65.45277933070707,D128,S
373,0,3,"Passenger_373, Mr/Mrs. John",male,11.0,0,2,A/5 63019,17.53238564568462,,C
374,0,1,"Passenger_374, Mr/Mrs. John",male,,0,0,A/5 86154,37.612514529889786,E158,S
375,0,1,"Passenger_375, Mr/Mrs. John",male,18.0,1,0,A/5 17373,74.60115602225687,,S
376,0,2,"Passenger_376, Mr/Mrs. John",male,48.0,0,0,A/5 45281,60.799594976761014,,S
377,0,3,"Passenger_377, Mr/Mrs. John",male,8.0,0,0,A/5 30187,17.119798066334045,,S
378,0,3,"Passenger_378, Mr/Mrs. John",female,76.0,1,0,A/5 77863,3.8149878638293857,E158,S
379,1,2,"Passenger_379, Mr/Mrs. John",female,,0,0,A/5 94085,2.5165839422297127,B43,S
380,0,3,"Passenger_380, Mr/Mrs. John",male,79.0,1,0,A/5 49220,27.537104593665298,,S
381,0,3,"Passenger_381, Mr/Mrs. John",male,,0,0,A/5 17642,32.92729093201232,,S
382,0,3,"Passenger_382, Mr/Mrs. John",female,45.0,1,0,A/5 89971,60.67427943464433,,S
383,0,1,"Passenger_383, Mr/Mrs. John",male,77.0,0,0,A/5 65556,11.073244155331487,E182,S
384,0,3,"Passenger_384, Mr/Mrs. John",female,79.0,1,0,A/5 43760,5.865171551008797,E91,S
385,1,1,"Passenger_385, Mr/Mrs. John",male,67.0,2,0,A/5 48192,15.245874889420293,,S
386,1,2,"Passenger_386, Mr/Mrs. John",male,54.0,0,0,A/5 14381,13.9615452171516,,S
387,0,3,"Passenger_387, Mr/Mrs. John",female,40.0,0,0,A/5 29558,4.547327357626297,,C
388,0,1,"Passenger_388, Mr/Mrs. John",male,,0,0,A/5 40782,35.69932120259186,,C
389,0,3,"Passenger_389, Mr/Mrs. John",female,60.0,0,3,A/5 14782,22.74188595109588,,C
390,0,3,"Passenger_390, Mr/Mrs. John",male,30.0,0,0,A/5 64712,40.863474561839254,,S
391,0,3,"Passenger_391, Mr/Mrs. John",male,62.0,0,0,A/5 29462,13.9178142484445,,S
392,0,3,"Passenger_392, Mr/Mrs. John",female,9.0,0,0,A/5 70030,12.610670177909679,F149,S
393,0,1,"Passenger_393, Mr/Mrs. John",male,,0,3,A/5 78519,20.47200707876053,,S
394,1,2,"Passenger_394, Mr/Mrs. John",female,61.0,0,0,A/5 66411,67.16442146480942,,S
395,0,3,"Passenger_395, Mr/Mrs. John",male,,0,0,A/5 65206,1.3156820898943986,B131,Q
396,1,1,"Passenger_396, Mr/Mrs. John",male,,0,0,A/5 56950,52.28475969705574,D87,S
397,1,2,"Passenger_397, Mr/Mrs. John",female,73.0,0,0,A/5 12523,14.733753131084253,,S
398,1,1,"Passenger_398, Mr/Mrs. John",male,45.0,0,0,A/5 70926,61.70872236190563,F106,S
399,1,1,"Passenger_399, Mr/Mrs. John",male,58.0,0,0,A/5 19677,51.856450285282186,,S
400,1,2,"Passenger_400, Mr/Mrs. John",male,64.0,0,0,A/5 85828,13.724126609201178,,S
401,0,1,"Passenger_401, Mr/Mrs. John",male,59.0,0,0,A/5 25089,37.88053693006506,G184,S
402,0,3,"Passenger_402, Mr/Mrs. John",male,,0,0,A/5 14581,5.565321227809098,D2,S
403,0,3,"Passenger_403, Mr/Mrs. John",female,,1,0,A/5 21907,72.51440906770195,,S
404,0,3,"Passenger_404, Mr/Mrs. John",female,29.0,0,1,A/5 15609,16.586844325786174,A78,S
405,1,1,"Passenger_405, Mr/Mrs. John",female,,0,0,A/5 61153,19.459777976461957,,C
406,1,1,"Passenger_406, Mr/Mrs. John",female,3.0,0,1,A/5 60539,39.147401375959376,,S
407,1,1,"Passenger_407, Mr/Mrs. John",female,36.0,1,0,A/5 54143,55.02327484276561,F128,S
408,0,3,"Passenger_408, Mr/Mrs. John",female,62.0,2,0,A/5 32936,8.628358636673088,,C
409,0,3,"Passenger_409, Mr/Mrs. John",male,,0,0,A/5 60182,34.64923412365635,,Q
410,0,1,"Passenger_410, Mr/Mrs. John",female,13.0,0,2,A/5 23163,15.922469751473946,,S
411,0,3,"Passenger_411, Mr/Mrs. John",female,16.0,1,0,A/5 69758,14.719319210812737,,S
412,1,1,"Passenger_412, Mr/Mrs. John",male,59.0,0,0,A/5 56057,37.48052121623058,,S
413,1,3,"Passenger_413, Mr/Mrs. John",male,,0,0,A/5 22537,15.670059737480724,,C
414,0,3,"Passenger_414, Mr/Mrs. John",male,2.0,0,0,A/5 32419,13.59404299777034,,C
415,0,3,"Passenger_415, Mr/Mrs. John",male,76.0,0,0,A/5 52578,57.83067661748699,,C
416,1,3,"Passenger_416, Mr/Mrs. John",female,11.0,2,0,A/5 84991,3.416941991003199,,S
417,0,3,"Passenger_417, Mr/Mrs. John",male,,5,0,A/5 84599,36.053773026446095,,S
418,0,2,"Passenger_418, Mr/Mrs. John",male,,1,0,A/5 10834,9.151489279341623,,S
419,0,3,"Passenger_419, Mr/Mrs. John",female,12.0,0,0,A/5 42214,0.499827041599877,,S
420,1,1,"Passenger_420, Mr/Mrs. John",male,23.0,1,0,A/5 12413,5.838037961618493,G70,S
421,0,3,"Passenger_421, Mr/Mrs. John",male,62.0,0,0,A/5 19505,29.858713292286538,D191,S
422,0,3,"Passenger_422, Mr/Mrs. John",male,67.0,0,0,A/5 12105,39.515814128124056,,S
423,0,3,"Passenger_423, Mr/Mrs. John",female,61.0,1,0,A/5 78104,0.6810451594789864,,S
424,0,3,"Passenger_424, Mr/Mrs. John",female,45.0,0,0,A/5 68408,1.1873732164073707,,S
425,1,3,"Passenger_425, Mr/Mrs. John",male,21.0,0,3,A/5 47679,74.50671812485028,,S
426,0,3,"Passenger_426, Mr/Mrs. John",female,13.0,0,2,A/5 89731,2.4362133991470984,,S
427,0,3,"Passenger_427, Mr/Mrs. John",male,7.0,1,1,A/5 75131,71.87315650115872,A192,S
428,1,1,"Passenger_428, Mr/Mrs. John",female,53.0,0,0,A/5 74280,8.287541319674714,,S
429,1,1,"Passenger_429, Mr/Mrs. John",female,4.0,0,0,A/5 25762,43.10854759863109,,S
430,0,2,"Passenger_430, Mr/Mrs. John",female,70.0,0,0,A/5 68703,11.861669131817278,A62,S
431,0,1,"Passenger_431, Mr/Mrs. John",male,76.0,1,0,A/5 91434,62.63162398894099,,Q
432,0,3,"Passenger_432, Mr/Mrs. John",female,,1,0,A/5 73079,38.575685536927146,,Q
433,0,1,"Passenger_433, Mr/Mrs. John",female,37.0,0,1,A/5 31577,16.44328420920655,,S
434,1,3,"Passenger_434, Mr/Mrs. John",male,70.0,0,1,A/5 11214,2.539858953033093,,S
435,0,2,"Passenger_435, Mr/Mrs. John",female,35.0,0,1,A/5 96339,42.220298999017835,,Q
436,1,1,"Passenger_436, Mr/Mrs. John",male,60.0,3,0,A/5 58114,30.70142197756995,A32,S
437,1,3,"Passenger_437, Mr/Mrs. John",female,,0,0,A/5 99234,0.09331088418510167,,S
438,1,3,"Passenger_438, Mr/Mrs. John",male,6.0,2,0,A/5 73230,0.30286410939519276,,S
439,0,3,"Passenger_439, Mr/Mrs. John",female,59.0,0,0,A/5 42980,52.940752894588925,,S
440,0,3,"Passenger_440, Mr/Mrs. John",male,29.0,1,0,A/5 77194,9.609416250181747,,S
441,0,3,"Passenger_441, Mr/Mrs. John",male,77.0,1,0,A/5 87806,32.35099833023885,E86,C
442,1,1,"Passenger_442, Mr/Mrs. John",male,2.0,1,0,A/5 47792,19.37693089794671,,S
443,0,3,"Passenger_443, Mr/Mrs. John",male,54.0,2,0,A/5 55807,63.70937861196332,,Q
444,1,3,"Passenger_444, Mr/Mrs. John",male,38.0,0,0,A/5 32301,79.63028045016951,,S
445,1,3,"Passenger_445, Mr/Mrs. John",male,,0,1,A/5 15141,183.90456289776492,,Q
446,1,1,"Passenger_446, Mr/Mrs. John",male,43.0,0,0,A/5 23777,5.339604068101342,E184,S
447,0,3,"Passenger_447, Mr/Mrs. John",male,61.0,1,1,A/5 48346,63.6003824991468,C7,S
448,1,1,"Passenger_448, Mr/Mrs. John",male,35.0,0,0,A/5 64703,9.896811980814201,,S
449,1,1,"Passenger_449, Mr/Mrs. John",female,16.0,0,0,A/5 57819,28.594881299584575,,S
450,0,2,"Passenger_450, Mr/Mrs. John",male,35.0,0,0,A/5 38469,22.552320544827317,,S
451,0,3,"Passenger_451, Mr/Mrs. John",female,,0,0,A/5 13845,0.5808603112173009,,C
452,0,3,"Passenger_452, Mr/Mrs. John",female,54.0,0,3,A/5 33290,86.38895169296245,,S
453,1,3,"Passenger_453, Mr/Mrs. John",female,48.0,0,0,A/5 40699,2.610074942208375,,S
454,0,3,"Passenger_454, Mr/Mrs. John",male,38.0,1,0,A/5 54252,37.29452807113517,,C
455,1,2,"Passenger_455, Mr/Mrs. John",female,,0,0,A/5 13293,49.18876952567955,,S
456,0,2,"Passenger_456, Mr/Mrs. John",male,49.0,0,2,A/5 67089,50.75681370465543,,S
457,0,2,"Passenger_457, Mr/Mrs. John",male,32.0,0,0,A/5 26608,4.659124278899553,,S
458,0,3,"Passenger_458, Mr/Mrs. John",male,,0,0,A/5 76273,18.98971074751527,,S
459,1,1,"Passenger_459, Mr/Mrs. John",female,58.0,1,0,A/5 26619,56.59529238558305,,C
460,0,3,"Passenger_460, Mr/Mrs. John",male,69.0,1,0,A/5 88006,11.536311383746249,,C
461,0,3,"Passenger_461, Mr/Mrs. John",male,10.0,0,0,A/5 97908,20.180463567485155,,S
462,0,2,"Passenger_462, Mr/Mrs. John",female,68.0,1,0,A/5 91653,10.193450808850699,A114,S
463,1,3,"Passenger_463, Mr/Mrs. John",female,19.0,1,0,A/5 24779,19.92910595175372,D48,S
464,0,3,"Passenger_464, Mr/Mrs. John",male,74.0,1,1,A/5 61040,70.00993068957656,,S
465,0,3,"Passenger_465, Mr/Mrs. John",male,,0,0,A/5 66325,19.430318628858974,,C
466,0,3,"Passenger_466, Mr/Mrs. John",female,48.0,2,0,A/5 31630,25.975442446030048,,S
467,0,2,"Passenger_467, Mr/Mrs. John",male,24.0,0,0,A/5 22178,16.55919422697218,F150,S
468,1,2,"Passenger_468, Mr/Mrs. John",male,55.0,0,0,A/5 29935,19.724901404963056,,S
469,0,3,"Passenger_469, Mr/Mrs. John",male,63.0,0,0,A/5 57258,0.4892961687665392,,S
470,0,3,"Passenger_470, Mr/Mrs. John",female,51.0,0,0,A/5 32784,10.67903174901502,,S
471,0,1,"Passenger_471, Mr/Mrs. John",female,50.0,0,0,A/5 73722,18.35945540138738,E3,S
472,0,3,"Passenger_472, Mr/Mrs. John",female,42.0,0,0,A/5 33027,32.146156447146694,E188,S
473,0,3,"Passenger_473, Mr/Mrs. John",female,25.0,0,0,A/5 67853,19.1338055808732,,S
474,1,3,"Passenger_474, Mr/Mrs. John",male,32.0,1,0,A/5 77359,13.19082853194512,,C
475,1,1,"Passenger_475, Mr/Mrs. John",male,18.0,1,0,A/5 82388,15.717898935902557,,S
476,0,3,"Passenger_476, Mr/Mrs. John",male,54.0,0,0,A/5 88608,8.87868627430522,,C
477,0,3,"Passenger_477, Mr/Mrs. John",male,75.0,1,0,A/5 86669,82.67350082390905,,S
478,0,1,"Passenger_478, Mr/Mrs. John",male,,1,2,A/5 25111,23.603440197913883,D156,S
479,0,1,"Passenger_479, Mr/Mrs. John",female,41.0,1,1,A/5 42312,0.4320055200963921,,S
480,0,3,"Passenger_480, Mr/Mrs. John",male,54.0,0,0,A/5 34161,0.6284103828751969,B66,S
481,1,1,"Passenger_481, Mr/Mrs. John",female,65.0,1,0,A/5 77313,115.53595180282011,,S
482,0,3,"Passenger_482, Mr/Mrs. John",male,4.0,2,1,A/5 60374,8.01034267551799,,S
483,0,3,"Passenger_483, Mr/Mrs. John",male,76.0,1,1,A/5 34014,52.41216082555323,F171,S
484,1,2,"Passenger_484, Mr/Mrs. John",male,,0,1,A/5 90308,1.9213535778308246,F22,S
485,1,3,"Passenger_485, Mr/Mrs. John",male,46.0,0,0,A/5 56389,81.29182429779337,,S
486,1,2,"Passenger_486, Mr/Mrs. John",female,,0,0,A/5 28161,66.39322923598216,,S
487,0,3,"Passenger_487, Mr/Mrs. John",male,,0,1,A/5 17490,27.08849745565392,,C
488,0,2,"Passenger_488, Mr/Mrs. John",male,59.0,0,0,A/5 34502,0.28926047174797576,,S
489,0,3,"Passenger_489, Mr/Mrs. John",male,12.0,0,0,A/5 45757,9.54083780901977,,Q
490,1,1,"Passenger_490, Mr/Mrs. John",male,20.0,1,0,A/5 51111,16.712379129576657,,S
491,0,2,"Passenger_491, Mr/Mrs. John",male,3.0,1,0,A/5 93245,19.721756198113553,,Q
492,0,3,"Passenger_492, Mr/Mrs. John",female,13.0,0,0,A/5 68645,11.307659863738593,,S
493,1,2,"Passenger_493, Mr/Mrs. John",female,,2,0,A/5 69055,1.0720919734635939,,S
494,0,3,"Passenger_494, Mr/Mrs. John",male,66.0,0,0,A/5 18998,28.54108523960559,G158,Q
495,1,2,"Passenger_495, Mr/Mrs. John",female,26.0,0,0,A/5 38906,23.765197109902104,B121,C
496,0,3,"Passenger_496, Mr/Mrs. John",male,40.0,1,0,A/5 80192,10.645770387709847,,S
497,1,1,"Passenger_497, Mr/Mrs. John",male,20.0,1,0,A/5 60477,1.238907100546982,,S
498,0,3,"Passenger_498, Mr/Mrs. John",male,,2,0,A/5 46901,167.0489748472631,,Q
499,0,3,"Passenger_499, Mr/Mrs. John",male,30.0,0,0,A/5 62021,21.048107863036968,,C
500,1,1,"Passenger_500, Mr/Mrs. John",male,55.0,1,1,A/5 39092,45.13934202112104,,S
501,1,1,"Passenger_501, Mr/Mrs. John",male,62.0,0,0,A/5 11242,19.26570281461979,,S
502,0,1,"Passenger_502, Mr/Mrs. John",male,45.0,1,0,A/5 11831,1.412155063946437,,S
503,0,3,"Passenger_503, Mr/Mrs. John",male,56.0,1,0,A/5 60721,11.855526989501799,D9,C
504,1,2,"Passenger_504, Mr/Mrs. John",male,,0,1,A/5 38511,12.346382911948107,,S
505,0,3,"Passenger_505, Mr/Mrs. John",female,73.0,0,0,A/5 82782,58.31487168044556,,S
506,0,2,"Passenger_506, Mr/Mrs. John",male,37.0,1,0,A/5 28302,33.983404839035266,,S
507,1,2,"Passenger_507, Mr/Mrs. John",male,57.0,0,0,A/5 65568,10.3096566573192,,Q
508,0,3,"Passenger_508, Mr/Mrs. John",male,20.0,0,0,A/5 13232,109.88562562566584,,C
509,0,3,"Passenger_509, Mr/Mrs. John",male,53.0,1,1,A/5 61507,12.413838586946065,F113,Q
510,1,1,"Passenger_510, Mr/Mrs. John",male,49.0,0,1,A/5 86508,202.84968967861693,,S
511,1,1,"Passenger_511, Mr/Mrs. John",male,42.0,1,0,A/5 20683,178.02384442440808,C184,S
512,1,1,"Passenger_512, Mr/Mrs. John",male,19.0,0,0,A/5 33664,6.7909316959468855,,S
513,0,3,"Passenger_513, Mr/Mrs. John",male,50.0,0,0,A/5 43172,12.00141521318283,,S
514,0,3,"Passenger_514, Mr/Mrs. John",male,58.0,1,0,A/5 93641,21.299776207808524,,S
515,1,3,"Passenger_515, Mr/Mrs. John",male,20.0,0,0,A/5 74340,34.910200973584246,,S
516,0,3,"Passenger_516, Mr/Mrs. John",male,,0,0,A/5 97236,24.028058432007576,C48,S
517,0,3,"Passenger_517, Mr/Mrs. John",male,32.0,1,0,A/5 21017,111.61956446524474,C180,S
518,0,3,"Passenger_518, Mr/Mrs. John",male,,0,0,A/5 46613,41.19408492864098,,S
519,1,3,"Passenger_519, Mr/Mrs. John",female,,0,2,A/5 96130,7.626051398548213,,S
520,0,1,"Passenger_520, Mr/Mrs. John",male,40.0,0,0,A/5 86920,3.5532979615916886,F16,C
521,0,1,"Passenger_521, Mr/Mrs. John",male,,1,1,A/5 40348,37.313251430195166,,Q
522,0,2,"Passenger_522, Mr/Mrs. John",male,,1,0,A/5 26448,5.520407969304419,,Q
523,1,1,"Passenger_523, Mr/Mrs. John",female,,1,0,A/5 19491,49.58866646064485,,S
524,1,3,"Passenger_524, Mr/Mrs. John",male,64.0,0,0,A/5 88648,11.92215127901696,,S
